title,image,url,channel
"'포스텍과 결별 임박' 손흥민 새 스승은 인터밀란 UCL 결승행 이끈 '차세대 명장'? 伊 톱기자 ""토트넘이 원한다""",https://dthumb-phinf.pstatic.net/?src=%22http%3A%2F%2Fimgnews.naver.net%2Fimage%2F076%2F2025%2F05%2F27%2F2025052701001658100247431_20250527003015114.jpg%22&type=nf722_406&service=sports,https://m.sports.naver.com/wfootball/article/076/0004280962,박찬준 기자
"‘만나면 홈팀 스윕’ 매직 이번에는?…1위 LG-2위 한화, 잠실 격돌",https://dthumb-phinf.pstatic.net/?src=%22http%3A%2F%2Fimgnews.naver.net%2Fimage%2F421%2F2025%2F05%2F27%2F0008275086_001_20250527063018444.jpg%22&type=nf722_406&service=sports,https://m.sports.naver.com/kbaseball/article/421/0008275086,이상철 기자
"홍명보 이례적 작심발언 ""대표팀 간절하지 않은 선수들 있다, 응집력·신뢰 없으면 못 올라간다""",https://dthumb-phinf.pstatic.net/?src=%22http%3A%2F%2Fimgnews.naver.net%2Fimage%2F108%2F2025%2F05%2F27%2F0003332461_001_20250527000007740.jpg%22&type=nf722_406&service=sports,https://m.sports.naver.com/kfootball/article/108/0003332461,김명석 기자
"이의리가 달라진 건 인대만이 아니다… 1년의 묵언 수행, 더 성숙해진 '사람'이 온다",https://dthumb-phinf.pstatic.net/?src=%22http%3A%2F%2Fimgnews.naver.net%2Fimage%2F477%2F2025%2F05%2F26%2F0000552058_001_20250526221418816.jpg%22&type=nf722_406&service=sports,https://m.sports.naver.com/kbaseball/article/477/0000552058,김태우 기자
"'충격' 한국 마이너리그 2할 타자 전멸, 죄다 1할대...'폭싹 망했수다'",https://dthumb-phinf.pstatic.net/?src=%22http%3A%2F%2Fimgnews.naver.net%2Fimage%2F445%2F2025%2F05%2F26%2F0000302189_001_20250526160508435.png%22&type=nf722_406&service=sports,https://m.sports.naver.com/wbaseball/article/445/0000302189,이상희 기자
"KIA는 시즌 뒤 돈을 얼마나 써야 할까… 박찬호 맑음, 최형우 대박, 최원준 흐림, 조상우 글쎄",https://dthumb-phinf.pstatic.net/?src=%22http%3A%2F%2Fimgnews.naver.net%2Fimage%2F477%2F2025%2F05%2F27%2F0000552069_001_20250527022017645.jpg%22&type=nf722_406&service=sports,https://m.sports.naver.com/kbaseball/article/477/0000552069,김태우 기자
"초대형 선언! 손흥민, 토트넘 종신 바라본다…'모든 러브콜 거절, UCL 위해 캡틴 SON이 이끈다'",https://dthumb-phinf.pstatic.net/?src=%22http%3A%2F%2Fimgnews.naver.net%2Fimage%2F477%2F2025%2F05%2F27%2F0000552075_001_20250527050618945.jpg%22&type=nf722_406&service=sports,https://m.sports.naver.com/wfootball/article/477/0000552075,이민재 기자
"이정후가 살아났다, 3경기 만에 멀티히트+7경기 연속안타…OPS 8할 복귀 임박!",https://dthumb-phinf.pstatic.net/?src=%22http%3A%2F%2Fimgnews.naver.net%2Fimage%2F445%2F2025%2F05%2F27%2F0000302261_001_20250527101712218.png%22&type=nf722_406&service=sports,https://m.sports.naver.com/wbaseball/article/445/0000302261,이상희 기자
"'돈버츠' 다시 '돌버츠'됐나? 친다저스 매체도 뿔났다 ""콘포토 대신 김혜성을 대타로 썼어야!""...39경기 1타점 콘포토 고집에 혀 내둘어",https://dthumb-phinf.pstatic.net/?src=%22http%3A%2F%2Fimgnews.naver.net%2Fimage%2F425%2F2025%2F05%2F26%2F202505261630380605391b55a0d5621122710579_20250526163216228.png%22&type=nf722_406&service=sports,https://m.sports.naver.com/wbaseball/article/425/0000165275,강해영 기자
"'아! 또...' 김혜성 주전 경쟁에서 이렇게 밀리나, 하필 김혜성 빠지자 LAD 속절없는 2연패, 오타니 홈런이 전부였다",https://dthumb-phinf.pstatic.net/?src=%22http%3A%2F%2Fimgnews.naver.net%2Fimage%2F108%2F2025%2F05%2F26%2F0003332310_001_20250526134011725.jpg%22&type=nf722_406&service=sports,https://m.sports.naver.com/wbaseball/article/108/0003332310,김우종 기자
"‘벌써 3연전 예매표 매진’ 달감독의 한화, 염갈량의 LG, 1~2위 빅매치…최고 외인 폰세 앞세운 한화, 잠실 3연패 되갚을까",https://dthumb-phinf.pstatic.net/?src=%22http%3A%2F%2Fimgnews.naver.net%2Fimage%2F109%2F2025%2F05%2F26%2F0005314492_001_20250526174112366.jpg%22&type=nf722_406&service=sports,https://m.sports.naver.com/kbaseball/article/109/0005314492,한용섭 기자
"1,155억 쐈다! 사실상 맨유행 확정…5년 계약+'래시포드 등번호'까지 차지한다",https://dthumb-phinf.pstatic.net/?src=%22http%3A%2F%2Fimgnews.naver.net%2Fimage%2F413%2F2025%2F05%2F26%2F0000198259_001_20250526115011534.jpg%22&type=nf722_406&service=sports,https://m.sports.naver.com/wfootball/article/413/0000198259,주대은 기자
"‘3주째 9위’ 우울한 두산, 반등 기회 올까…‘천군만마’ 15승 다승왕 보다 24.5억 FA 투수가 먼저 돌아온다",https://dthumb-phinf.pstatic.net/?src=%22http%3A%2F%2Fimgnews.naver.net%2Fimage%2F109%2F2025%2F05%2F27%2F0005314592_001_20250527032114104.jpg%22&type=nf722_406&service=sports,https://m.sports.naver.com/kbaseball/article/109/0005314592,한용섭 기자
"이럴 거면 김민재는 왜 팔아?…이해가 안가네! 바이에른 뮌헨, ""이토 부상 전력 이탈, 추가 센터백 영입 필요""",https://dthumb-phinf.pstatic.net/?src=%22http%3A%2F%2Fimgnews.naver.net%2Fimage%2F139%2F2025%2F05%2F26%2F0002224392_001_20250526190108803.jpg%22&type=nf722_406&service=sports,https://m.sports.naver.com/wfootball/article/139/0002224392,황보동혁 기자
LG 구단 역사를 바꾼 우연한 메디컬테스트… '땜빵' 선수가 페타지니까지 지웠다,https://dthumb-phinf.pstatic.net/?src=%22http%3A%2F%2Fimgnews.naver.net%2Fimage%2F477%2F2025%2F05%2F27%2F0000552079_001_20250527053026139.jpg%22&type=nf722_406&service=sports,https://m.sports.naver.com/kbaseball/article/477/0000552079,김태우 기자
‘배구여제→예능리더’ 김연경…‘은퇴는 새출발’ 지휘봉 잡는다!,https://dthumb-phinf.pstatic.net/?src=%22http%3A%2F%2Fimgnews.naver.net%2Fimage%2F468%2F2025%2F05%2F27%2F0001149910_001_20250527003311644.png%22&type=nf722_406&service=sports,https://m.sports.naver.com/kvolleyball/article/468/0001149910,배우근 기자
"""1,644억 다년 계약 노린다"" 장기 결장 불가피해도... 드리블 마술사와 대형 계약 준비하는 댈러스",https://dthumb-phinf.pstatic.net/?src=%22http%3A%2F%2Fimgnews.naver.net%2Fimage%2F398%2F2025%2F05%2F27%2F0000089476_001_20250527083007115.jpg%22&type=nf722_406&service=sports,https://m.sports.naver.com/wbasketball/article/398/0000089476,김혁 기자
'어썸킴 돌아왔다' 9개월 만에 복귀전서 멀티히트 포함 3출루…ML 복귀 빨라진다,https://dthumb-phinf.pstatic.net/?src=%22http%3A%2F%2Fimgnews.naver.net%2Fimage%2F477%2F2025%2F05%2F27%2F0000552134_001_20250527111112932.jpeg%22&type=nf722_406&service=sports,https://m.sports.naver.com/wbaseball/article/477/0000552134,김건일 기자
"WOW, 뉴캐슬도 온다…“구단 역사상 첫 방한, 최고 경기 기대해”",https://dthumb-phinf.pstatic.net/?src=%22http%3A%2F%2Fimgnews.naver.net%2Fimage%2F011%2F2025%2F05%2F27%2F0004490107_001_20250527110109547.jpg%22&type=nf722_406&service=sports,https://m.sports.naver.com/wfootball/article/011/0004490107,양준호 기자
'알론소와 작별' 레버쿠젠의 선택은 맨유에서 잘린 텐하흐,https://dthumb-phinf.pstatic.net/?src=%22http%3A%2F%2Fimgnews.naver.net%2Fimage%2F079%2F2025%2F05%2F27%2F0004028631_001_20250527105511547.jpg%22&type=nf722_406&service=sports,https://m.sports.naver.com/wfootball/article/079/0004028631,김동욱 기자
'전체 27순위의 반란!' 절체절명의 순간에 등장한 깜짝 히어로,https://dthumb-phinf.pstatic.net/?src=%22http%3A%2F%2Fimgnews.naver.net%2Fimage%2F065%2F2025%2F05%2F27%2F0000279908_001_20250527000408794.jpg%22&type=nf722_406&service=sports,https://m.sports.naver.com/wbasketball/article/065/0000279908,이규빈 기자
"""손과 눈의 조합이 만든 멀티히트"" 극찬, 이정후 7G 연속 안타 행진...찬스마다 연결했지만 SF 1-3 DET",https://dthumb-phinf.pstatic.net/?src=%22http%3A%2F%2Fimgnews.naver.net%2Fimage%2F076%2F2025%2F05%2F27%2F2025052701001662000247711_20250527075111925.jpg%22&type=nf722_406&service=sports,https://m.sports.naver.com/wbaseball/article/076/0004280991,노재형 기자
"다저스 233억 버렸는데…최저 연봉에 재취업, 김혜성에게 밀려 방출→전격 LAA행",https://dthumb-phinf.pstatic.net/?src=%22http%3A%2F%2Fimgnews.naver.net%2Fimage%2F109%2F2025%2F05%2F27%2F0005314641_001_20250527070216154.jpg%22&type=nf722_406&service=sports,https://m.sports.naver.com/wbaseball/article/109/0005314641,이상학 기자
"'잉글랜드 리그컵 챔피언' 뉴캐슬, 방한 확정…토트넘·팀 K리그와 경기",https://dthumb-phinf.pstatic.net/?src=%22http%3A%2F%2Fimgnews.naver.net%2Fimage%2F421%2F2025%2F05%2F27%2F0008275771_001_20250527111032281.jpg%22&type=nf722_406&service=sports,https://m.sports.naver.com/wfootball/article/421/0008275771,김도용 기자
"“슈터로서 방향성 잘 잡아주실 것” KT와 3년 재계약, 문경은 감독과 만남 기대한 한희원",https://dthumb-phinf.pstatic.net/?src=%22http%3A%2F%2Fimgnews.naver.net%2Fimage%2F065%2F2025%2F05%2F26%2F0000279907_001_20250526183815510.jpg%22&type=nf722_406&service=sports,https://m.sports.naver.com/kbasketball/article/065/0000279907,조영두 기자
"'땅볼→삼진→실책→땅볼' 6일 만에 선발 나왔는데…'8회 교체' 김혜성 침묵, 그래도 득점은 손에 쥐었다",https://dthumb-phinf.pstatic.net/?src=%22http%3A%2F%2Fimgnews.naver.net%2Fimage%2F117%2F2025%2F05%2F27%2F0003947397_001_20250527100308129.jpg%22&type=nf722_406&service=sports,https://m.sports.naver.com/wbaseball/article/117/0003947397,박승환 기자
"'완벽한 타격 기술' 이정후, 또 멀티 히트로 7G 연속 안타 행진",https://dthumb-phinf.pstatic.net/?src=%22http%3A%2F%2Fimgnews.naver.net%2Fimage%2F079%2F2025%2F05%2F27%2F0004028544_001_20250527091009937.jpg%22&type=nf722_406&service=sports,https://m.sports.naver.com/wbaseball/article/079/0004028544,임종률 기자
"초대박 HERE WE GO 터졌다! '21세기 최고 재능' 야말, 바르셀로나와 2031년까지 재계약 '메시 길 걷는다'",https://dthumb-phinf.pstatic.net/?src=%22http%3A%2F%2Fimgnews.naver.net%2Fimage%2F076%2F2025%2F05%2F27%2F2025052701001677200252041_20250527104820200.jpg%22&type=nf722_406&service=sports,https://m.sports.naver.com/wfootball/article/076/0004281069,김대식 기자
"""원래 경질 예정이었는데"" 포스텍 대반전! 진짜 토트넘 남을 수 있다...""이젠 확실하지 않아"" 토트넘 전담기자 밝혔다",https://dthumb-phinf.pstatic.net/?src=%22http%3A%2F%2Fimgnews.naver.net%2Fimage%2F109%2F2025%2F05%2F27%2F0005314839_001_20250527112014186.jpg%22&type=nf722_406&service=sports,https://m.sports.naver.com/wfootball/article/109/0005314839,고성환 기자
"'유전 터졌나?' 심상치 않은 리버풀, 비르츠-프림퐁-케르케즈 이어 '브라이턴 에이스'까지 눈독...1020억원 제시",https://dthumb-phinf.pstatic.net/?src=%22http%3A%2F%2Fimgnews.naver.net%2Fimage%2F076%2F2025%2F05%2F27%2F2025052701001658000247421_20250527060715603.jpg%22&type=nf722_406&service=sports,https://m.sports.naver.com/wfootball/article/076/0004280972,박찬준 기자
첼시가 챔피언스리그 진출한 이유…경기장 전 지역 뛰어다닌 '이 선수' 덕분,https://dthumb-phinf.pstatic.net/?src=%22http%3A%2F%2Fimgnews.naver.net%2Fimage%2F411%2F2025%2F05%2F27%2F0000064148_001_20250527104509697.png%22&type=nf722_406&service=sports,https://m.sports.naver.com/wfootball/article/411/0000064148,박진우 기자
"'날 무시한 아모링에게 복수 감행' 가르나초, 맨유서 '공개 망신'→아스널 이적 타진! ""측근들 접촉""",https://dthumb-phinf.pstatic.net/?src=%22http%3A%2F%2Fimgnews.naver.net%2Fimage%2F139%2F2025%2F05%2F27%2F0002224439_001_20250527112010872.JPG%22&type=nf722_406&service=sports,https://m.sports.naver.com/wfootball/article/139/0002224439,김경태 기자
"벌써 먹튀? ‘몸값 2493억’ 이정후 동료, 공격과 수비 모두 기대 이하 ‘D-‘ 충격 평점",https://dthumb-phinf.pstatic.net/?src=%22http%3A%2F%2Fimgnews.naver.net%2Fimage%2F109%2F2025%2F05%2F27%2F0005314759_001_20250527094111029.jpg%22&type=nf722_406&service=sports,https://m.sports.naver.com/wbaseball/article/109/0005314759,손찬익 기자
"KIA 최형우, 최고령 타격왕 도전…삼성 디아즈는 50홈런 페이스",https://dthumb-phinf.pstatic.net/?src=%22http%3A%2F%2Fimgnews.naver.net%2Fimage%2F001%2F2025%2F05%2F27%2FPYH2025051809250005400_P4_20250527104018442.jpg%22&type=nf722_406&service=sports,https://m.sports.naver.com/kbaseball/article/001/0015413109,김동찬 기자
"최근 두시즌 ‘총 51득점’ 김희진, 현대건설 유니폼 입고 예전 기량 보여줄까",https://dthumb-phinf.pstatic.net/?src=%22http%3A%2F%2Fimgnews.naver.net%2Fimage%2F144%2F2025%2F05%2F27%2F0001042257_001_20250527001015222.jpg%22&type=nf722_406&service=sports,https://m.sports.naver.com/kvolleyball/article/144/0001042257,심진용 기자
"호날두, 사우디 떠나 또 '충격 이적'…""이번 챕터는 끝났다"" 의미심장 메시지→멕시코-미국-브라질 진출설",https://dthumb-phinf.pstatic.net/?src=%22http%3A%2F%2Fimgnews.naver.net%2Fimage%2F311%2F2025%2F05%2F27%2F0001870692_001_20250527102308374.jpg%22&type=nf722_406&service=sports,https://m.sports.naver.com/kfootball/article/311/0001870692,나승우 기자
'신두형'의 라스트 댄스는 끝나지 않는다...'메호대전' 부활 가능성?,https://dthumb-phinf.pstatic.net/?src=%22http%3A%2F%2Fimgnews.naver.net%2Fimage%2F445%2F2025%2F05%2F27%2F0000302299_001_20250527102108503.png%22&type=nf722_406&service=sports,https://m.sports.naver.com/kfootball/article/445/0000302299,이규원 기자
"오사카 나오미, 프랑스오픈 1회전 탈락 ""뭐 하고 있는거야..."" 눈물의 기자회견",https://dthumb-phinf.pstatic.net/?src=%22http%3A%2F%2Fimgnews.naver.net%2Fimage%2F481%2F2025%2F05%2F27%2F0000010990_001_20250527103708198.jpg%22&type=nf722_406&service=sports,https://m.sports.naver.com/others/article/481/0000010990,김홍주 기자
‘현금 10억+신인 지명권 2장’ 주고 데려왔는데…세이브왕·국대 출신 커리어가 실종됐다,https://dthumb-phinf.pstatic.net/?src=%22http%3A%2F%2Fimgnews.naver.net%2Fimage%2F144%2F2025%2F05%2F27%2F0001042302_001_20250527084110313.jpg%22&type=nf722_406&service=sports,https://m.sports.naver.com/kbaseball/article/144/0001042302,배재흥 기자
"'이대론 안 된다' 삼성, 이참에 세대교체해야! 오승환, 임창민, 김재윤 자리 이호성 배찬승 등 '영건'으로 메워야",https://dthumb-phinf.pstatic.net/?src=%22http%3A%2F%2Fimgnews.naver.net%2Fimage%2F425%2F2025%2F05%2F27%2F202505271011590343791b55a0d5621122710579_20250527101409489.png%22&type=nf722_406&service=sports,https://m.sports.naver.com/kbaseball/article/425/0000165294,강해영 기자
"데뷔 4경기서 3승 무패, ERA 1.71인데…다시 마이너리그 강등",https://dthumb-phinf.pstatic.net/?src=%22http%3A%2F%2Fimgnews.naver.net%2Fimage%2F001%2F2025%2F05%2F27%2FAKR20250527068700007_01_i_P4_20250527111232846.jpg%22&type=nf722_406&service=sports,https://m.sports.naver.com/wbaseball/article/001/0015413277,천병혁 기자
"72억 FA 복귀 임박? 한화, 안치홍도 돌아오면 선두권 경쟁 탄력 받는다",https://dthumb-phinf.pstatic.net/?src=%22http%3A%2F%2Fimgnews.naver.net%2Fimage%2F410%2F2025%2F05%2F27%2F0001069895_001_20250527081106769.jpg%22&type=nf722_406&service=sports,https://m.sports.naver.com/kbaseball/article/410/0001069895,김원익 기자
"'유럽 챔피언' 손흥민, 오늘(27일) 우승메달 걸고 금의환향!…월드컵 본선행 해낸다",https://dthumb-phinf.pstatic.net/?src=%22http%3A%2F%2Fimgnews.naver.net%2Fimage%2F311%2F2025%2F05%2F27%2F0001870694_001_20250527103215705.jpg%22&type=nf722_406&service=sports,https://m.sports.naver.com/kfootball/article/311/0001870694,나승우 기자
"""내가 없어도 한국 이길 것""… 이라크 킬러 후세인, 한국전 못 뛴다",https://dthumb-phinf.pstatic.net/?src=%22http%3A%2F%2Fimgnews.naver.net%2Fimage%2F343%2F2025%2F05%2F27%2F0000132347_001_20250527101510802.jpg%22&type=nf722_406&service=sports,https://m.sports.naver.com/kfootball/article/343/0000132347,김태석 기자
"""부침 있어도 이겨낼 것"" 최악의 타격감→사령탑의 믿음, 무너진 '투타 밸런스 회복'이 SSG 가을야구 필요조건",https://dthumb-phinf.pstatic.net/?src=%22http%3A%2F%2Fimgnews.naver.net%2Fimage%2F108%2F2025%2F05%2F27%2F0003332571_001_20250527112212302.jpg%22&type=nf722_406&service=sports,https://m.sports.naver.com/kbaseball/article/108/0003332571,안호근 기자
"'5승 1패' 압도적 우위 롯데, 삼성 잡고 선두권 도약 기회...삼성전 '3이닝 무실점' 감보아가 선봉장 될까",https://dthumb-phinf.pstatic.net/?src=%22http%3A%2F%2Fimgnews.naver.net%2Fimage%2F139%2F2025%2F05%2F27%2F0002224431_001_20250527100011232.jpg%22&type=nf722_406&service=sports,https://m.sports.naver.com/kbaseball/article/139/0002224431,김유민 기자
"8위로 내려간 기아타이거즈 연패 탈출 위해 에이스 아담 올러 출격 / 박정우 햄스트링 부상으로 1군 말소, 패트릭 위즈덤 주말 KT전 복귀 유력",https://dthumb-phinf.pstatic.net/?src=%22http%3A%2F%2Fblogfiles.naver.net%2FMjAyNTA1MjZfMyAg%2FMDAxNzQ4MjY2MTk5NDcy.8dsTn9JlOemHSsnrR-leMtOGhsc0CvRlq8od4UHSGQ8g.7aZconmLkOXuH9qTgnYMzrxK4v9cepvaKT-0Z764adwg.PNG%2F%EC%A0%9C%EB%AA%A9%EC%9D%84-%EC%9E%85%EB%A0%A5%ED%95%B4%EC%A3%BC%EC%84%B8%EC%9A%94_-001-4.png%22&type=nf722_406&service=sports,https://blog.naver.com/dhkang2184/223878802037,포돌스키
"'2위 결정전'서 위닝 시리즈 챙긴 한화, '72억 FA' 안치홍까지 완전체 복귀 임박? 소프트뱅크 교류전서 멀티히트 2타점 활약",https://dthumb-phinf.pstatic.net/?src=%22http%3A%2F%2Fimgnews.naver.net%2Fimage%2F139%2F2025%2F05%2F26%2F0002224399_001_20250526213110861.jpg%22&type=nf722_406&service=sports,https://m.sports.naver.com/kbaseball/article/139/0002224399,김유민 기자
"'부상+사생활 논란' 손흥민에 홍명보 감독 ""내가 관여할 부분 아냐""…""대표팀 간절하지 않은 선수 있어"" (현장 기자회견) [전문]",https://dthumb-phinf.pstatic.net/?src=%22http%3A%2F%2Fimgnews.naver.net%2Fimage%2F311%2F2025%2F05%2F26%2F0001870366_001_20250526141811251.jpg%22&type=nf722_406&service=sports,https://m.sports.naver.com/kfootball/article/311/0001870366,나승우 기자
"KIA 5치올 물 건너갔다…김도영·최형우만 미치면 6치올도 안 된다, 꽃범호가 운명의 여름을 준비한다",https://dthumb-phinf.pstatic.net/?src=%22http%3A%2F%2Fimgnews.naver.net%2Fimage%2F117%2F2025%2F05%2F27%2F0003947309_001_20250527060710645.jpg%22&type=nf722_406&service=sports,https://m.sports.naver.com/kbaseball/article/117/0003947309,김진성 기자
"'대충격' 리버풀 우승 퍼레이드 인파 속으로 돌진한 차량…""부딪힌 뒤 잠시 멈췄다 다시 가속""→27명 병원 이송",https://dthumb-phinf.pstatic.net/?src=%22http%3A%2F%2Fimgnews.naver.net%2Fimage%2F117%2F2025%2F05%2F27%2F0003947424_001_20250527110212592.jpg%22&type=nf722_406&service=sports,https://m.sports.naver.com/wfootball/article/117/0003947424,김건호 기자
"""도영 선배 직구로 삼진 잡고 싶어요"" 4G 연속 홈런+OPS 1.748이었는데, 배찬승이 꿈을 이뤘다",https://dthumb-phinf.pstatic.net/?src=%22http%3A%2F%2Fimgnews.naver.net%2Fimage%2F117%2F2025%2F05%2F27%2F0003947322_001_20250527054110268.jpg%22&type=nf722_406&service=sports,https://m.sports.naver.com/kbaseball/article/117/0003947322,김경현 기자
한화 김경문 감독 하다 하다 경기 도중에 최재훈 빼고 이재원 넣습니까?.. 3출루하고 있는 선수를..,https://dthumb-phinf.pstatic.net/?src=%22http%3A%2F%2Fblogfiles.naver.net%2FMjAyNTA1MjRfNjcg%2FMDAxNzQ4MDc5MTYwOTkz.nz4rlLVwPHV2_MRW6-4DgDCcTcSwVkXd_rswdhPWuEog.FUk04NVZIrgab-xsWZcgTfv_zImWnEiZetRWZq40OfUg.PNG%2F%EC%A0%9C%EB%AA%A9%EC%9D%84-%EC%9E%85%EB%A0%A5%ED%95%B4%EC%A3%BC%EC%84%B8%EC%9A%94_-001_-_2025-05-24T183236.204.png%22&type=nf722_406&service=sports,https://blog.naver.com/orina_/223876469284,오리나
